transaction_key,client_key,article_key,date_key,montant_usd,note_avis,mode_paiement,date_achat
1524,4051,25,20221210,110.0,4.6,Credit Card,2022-12-10
1525,4051,49,20221218,139.0,1.7,Cash,2022-12-18
1526,4051,26,20221229,102.0,2.2,Cash,2022-12-29
1527,4051,7,20230129,58.0,4.0,Cash,2023-01-29
1528,4051,11,20230402,20.0,1.2,Cash,2023-04-02
1529,4051,17,20230402,174.0,1.3,Credit Card,2023-04-02
1530,4051,17,20230503,68.0,1.1,Credit Card,2023-05-03
1531,4051,16,20230531,62.0,4.2,Credit Card,2023-05-31
1532,4051,12,20230620,26.0,2.8,Credit Card,2023-06-20
1533,4051,2,20230624,188.0,2.7,Cash,2023-06-24
1534,4051,48,20230630,137.0,4.6,Cash,2023-06-30
1535,4051,28,20230729,10.0,1.0,Cash,2023-07-29
1536,4051,22,20230817,184.0,3.9,Cash,2023-08-17
1537,4051,36,20230906,132.0,1.3,Cash,2023-09-06
1538,4051,13,20230909,157.0,3.2,Credit Card,2023-09-09
1539,4051,9,20230924,35.0,4.3,Cash,2023-09-24
1540,4052,32,20221015,144.0,1.3,Cash,2022-10-15
1541,4052,7,20221021,14.0,1.2,Cash,2022-10-21
1542,4052,10,20221021,21.0,1.9,Cash,2022-10-21
1543,4052,39,20221119,93.0,3.0,Credit Card,2022-11-19
1544,4052,9,20221208,127.0,1.9,Cash,2022-12-08
1545,4052,11,20221208,116.0,1.4,Cash,2022-12-08
1546,4052,2,20221209,92.0,2.4,Credit Card,2022-12-09
1547,4052,34,20230122,144.0,2.6,Credit Card,2023-01-22
1548,4052,3,20230128,155.0,3.4,Credit Card,2023-01-28
1549,4052,47,20230217,151.0,1.2,Cash,2023-02-17
1550,4052,16,20230221,70.0,2.8,Cash,2023-02-21
1551,4052,32,20230403,129.0,4.4,Credit Card,2023-04-03
1552,4052,24,20230525,131.0,4.3,Credit Card,2023-05-25
1553,4052,45,20230617,175.0,3.5,Credit Card,2023-06-17
1554,4052,49,20230622,91.0,4.0,Cash,2023-06-22
1555,4052,23,20230626,146.0,4.5,Credit Card,2023-06-26
1556,4052,38,20230809,147.0,3.2,Cash,2023-08-09
1557,4052,14,20230911,27.0,1.7,Cash,2023-09-11
1558,4052,29,20230918,172.0,1.5,Credit Card,2023-09-18
1559,4053,18,20221102,80.0,4.3,Cash,2022-11-02
1560,4053,7,20221230,106.0,1.1,Cash,2022-12-30
1561,4053,40,20230128,191.0,4.1,Credit Card,2023-01-28
1562,4053,13,20230310,171.0,1.1,Credit Card,2023-03-10
1563,4053,38,20230417,182.0,2.8,Cash,2023-04-17
1564,4053,38,20230418,159.0,,Cash,2023-04-18
1565,4053,45,20230426,91.0,4.0,Cash,2023-04-26
1566,4053,40,20230516,136.0,3.5,Cash,2023-05-16
1567,4053,45,20230529,30.0,1.6,Cash,2023-05-29
1568,4053,40,20230611,170.0,3.7,Cash,2023-06-11
1569,4053,40,20230615,132.0,4.8,Credit Card,2023-06-15
1570,4053,32,20230706,200.0,3.6,Credit Card,2023-07-06
1571,4053,17,20230831,195.0,2.3,Cash,2023-08-31
1572,4054,14,20221129,176.0,,Credit Card,2022-11-29
1573,4054,37,20221223,129.0,,Cash,2022-12-23
1574,4054,14,20221229,12.0,2.6,Credit Card,2022-12-29
1575,4054,47,20230123,146.0,1.2,Credit Card,2023-01-23
1576,4054,32,20230207,199.0,,Credit Card,2023-02-07
1577,4054,45,20230217,17.0,2.5,Cash,2023-02-17
1578,4054,7,20230220,109.0,3.4,Credit Card,2023-02-20
1579,4054,41,20230228,3393.0,4.3,Cash,2023-02-28
1580,4054,39,20230303,130.0,2.5,Cash,2023-03-03
1581,4054,24,20230401,33.0,1.4,Credit Card,2023-04-01
1582,4054,43,20230410,183.0,4.8,Credit Card,2023-04-10
1583,4054,48,20230611,77.0,2.9,Credit Card,2023-06-11
1584,4054,14,20230612,194.0,2.1,Credit Card,2023-06-12
1585,4054,22,20230702,186.0,3.5,Credit Card,2023-07-02
1586,4054,13,20230722,194.0,4.9,Cash,2023-07-22
1587,4054,19,20230907,137.0,,Cash,2023-09-07
1588,4055,21,20221031,17.0,1.5,Credit Card,2022-10-31
1589,4055,43,20221109,153.0,,Cash,2022-11-09
1590,4055,45,20221110,125.0,4.4,Cash,2022-11-10
1591,4055,42,20221129,198.0,3.9,Credit Card,2022-11-29
1592,4055,48,20221218,54.0,3.6,Credit Card,2022-12-18
1593,4055,5,20230105,139.0,1.9,Credit Card,2023-01-05
1594,4055,43,20230113,28.0,3.3,Cash,2023-01-13
1595,4055,3,20230213,14.0,,Cash,2023-02-13
1596,4055,8,20230216,110.0,2.4,Cash,2023-02-16
1597,4055,6,20230403,160.0,4.6,Cash,2023-04-03
1598,4055,8,20230514,181.0,,Credit Card,2023-05-14
1599,4055,17,20230708,2571.0,1.3,Cash,2023-07-08
1600,4055,50,20230811,173.0,3.3,Cash,2023-08-11
1601,4055,13,20230914,136.0,1.2,Credit Card,2023-09-14
1602,4055,30,20230917,69.0,4.4,Credit Card,2023-09-17
1603,4056,32,20221119,96.0,1.5,Cash,2022-11-19
1604,4056,12,20221202,198.0,3.9,Cash,2022-12-02
1605,4056,14,20230116,87.0,2.5,Credit Card,2023-01-16
1606,4056,32,20230121,20.0,4.3,Cash,2023-01-21
1607,4056,18,20230201,86.0,1.2,Cash,2023-02-01
1608,4056,16,20230212,49.0,1.6,Credit Card,2023-02-12
1609,4056,35,20230304,83.0,3.7,Credit Card,2023-03-04
1610,4056,42,20230308,83.0,2.4,Cash,2023-03-08
1611,4056,35,20230316,176.0,2.5,Cash,2023-03-16
1612,4056,34,20230411,186.0,,Cash,2023-04-11
1613,4056,48,20230423,103.0,4.1,Credit Card,2023-04-23
1614,4056,42,20230519,86.0,,Cash,2023-05-19
1615,4056,19,20230602,55.0,,Cash,2023-06-02
1616,4056,7,20230612,98.0,2.9,Credit Card,2023-06-12
1617,4056,3,20230617,132.0,,Cash,2023-06-17
1618,4056,8,20230719,52.0,4.0,Credit Card,2023-07-19
1619,4056,25,20230720,58.0,4.1,Cash,2023-07-20
1620,4056,29,20230720,136.0,1.2,Credit Card,2023-07-20
1621,4056,18,20230728,192.0,1.7,Credit Card,2023-07-28
1622,4057,50,20221009,93.0,4.9,Cash,2022-10-09
1623,4057,25,20221023,58.0,,Cash,2022-10-23
1624,4057,28,20221023,105.0,,Credit Card,2022-10-23
1625,4057,36,20221129,11.0,1.2,Credit Card,2022-11-29
1626,4057,39,20221212,86.0,2.5,Credit Card,2022-12-12
1627,4057,33,20221227,135.0,4.5,Credit Card,2022-12-27
1628,4057,2,20230114,61.0,1.3,Credit Card,2023-01-14
1629,4057,42,20230121,75.0,,Cash,2023-01-21
1630,4057,6,20230225,15.0,3.3,Cash,2023-02-25
1631,4057,5,20230303,194.0,3.4,Cash,2023-03-03
1632,4057,32,20230330,176.0,4.9,Credit Card,2023-03-30
1633,4057,11,20230402,118.0,4.6,Credit Card,2023-04-02
1634,4057,30,20230420,157.0,1.3,Credit Card,2023-04-20
1635,4057,47,20230422,148.0,2.9,Cash,2023-04-22
1636,4057,36,20230508,123.0,2.0,Credit Card,2023-05-08
1637,4057,12,20230511,91.0,3.7,Credit Card,2023-05-11
1638,4057,33,20230823,14.0,1.7,Cash,2023-08-23
1639,4057,26,20230928,20.0,1.4,Cash,2023-09-28
1640,4058,15,20221016,59.0,2.2,Credit Card,2022-10-16
1641,4058,26,20221017,186.0,4.6,Cash,2022-10-17
1642,4058,39,20221212,53.0,4.1,Credit Card,2022-12-12
1643,4058,37,20221216,49.0,,Cash,2022-12-16
1644,4058,20,20230121,45.0,1.0,Credit Card,2023-01-21
1645,4058,2,20230122,139.0,3.6,Cash,2023-01-22
1646,4058,47,20230216,143.0,1.3,Credit Card,2023-02-16
1647,4058,28,20230308,75.0,1.3,Credit Card,2023-03-08
1648,4058,30,20230420,26.0,1.7,Credit Card,2023-04-20
1649,4058,33,20230809,30.0,4.2,Credit Card,2023-08-09
1650,4058,21,20230828,195.0,,Cash,2023-08-28
1651,4058,50,20230831,190.0,2.0,Credit Card,2023-08-31
1652,4058,41,20230917,173.0,,Credit Card,2023-09-17
1653,4058,20,20230924,39.0,,Credit Card,2023-09-24
1654,4059,38,20221023,143.0,4.5,Credit Card,2022-10-23
1655,4059,49,20221207,106.0,1.4,Credit Card,2022-12-07
1656,4059,39,20221209,21.0,1.1,Credit Card,2022-12-09
1657,4059,6,20221224,145.0,1.1,Credit Card,2022-12-24
1658,4059,2,20230116,55.0,1.4,Cash,2023-01-16
1659,4059,22,20230121,186.0,3.1,Credit Card,2023-01-21
1660,4059,5,20230202,56.0,,Cash,2023-02-02
1661,4059,1,20230205,46.0,4.9,Credit Card,2023-02-05
1662,4059,28,20230208,186.0,4.5,Cash,2023-02-08
1663,4059,1,20230324,66.0,1.8,Credit Card,2023-03-24
1664,4059,5,20230404,136.0,4.6,Cash,2023-04-04
1665,4059,27,20230521,29.0,1.8,Credit Card,2023-05-21
1666,4059,42,20230529,30.0,2.1,Cash,2023-05-29
1667,4059,14,20230706,80.0,4.8,Cash,2023-07-06
1668,4059,7,20230730,157.0,2.7,Cash,2023-07-30
1669,4059,8,20230903,82.0,2.1,Cash,2023-09-03
1670,4059,29,20230930,140.0,,Credit Card,2023-09-30
1671,4060,41,20221017,24.0,1.9,Credit Card,2022-10-17
1672,4060,47,20221224,143.0,4.2,Credit Card,2022-12-24
1673,4060,6,20221228,147.0,2.9,Credit Card,2022-12-28
1674,4060,11,20230105,183.0,3.6,Cash,2023-01-05
1675,4060,34,20230122,21.0,4.9,Credit Card,2023-01-22
1676,4060,5,20230126,3139.0,3.4,Credit Card,2023-01-26
1677,4060,46,20230131,148.0,4.9,Credit Card,2023-01-31
1678,4060,11,20230305,166.0,2.7,Credit Card,2023-03-05
1679,4060,39,20230315,108.0,3.1,Cash,2023-03-15
1680,4060,31,20230519,73.0,2.8,Credit Card,2023-05-19
1681,4060,27,20230608,112.0,1.2,Cash,2023-06-08
1682,4060,20,20230611,187.0,3.0,Credit Card,2023-06-11
1683,4060,8,20230619,149.0,1.9,Credit Card,2023-06-19
1684,4060,39,20230704,76.0,2.1,Credit Card,2023-07-04
1685,4060,42,20230712,55.0,4.5,Credit Card,2023-07-12
1686,4060,40,20230717,151.0,3.2,Cash,2023-07-17
1687,4060,34,20230926,151.0,1.7,Cash,2023-09-26
1688,4061,49,20221003,83.0,4.7,Cash,2022-10-03
1689,4061,1,20221004,59.0,4.5,Cash,2022-10-04
1690,4061,21,20221019,122.0,,Credit Card,2022-10-19
1691,4061,24,20221110,33.0,1.3,Credit Card,2022-11-10
1692,4061,9,20221210,148.0,3.3,Credit Card,2022-12-10
1693,4061,7,20230114,115.0,,Credit Card,2023-01-14
1694,4061,34,20230217,20.0,2.2,Credit Card,2023-02-17
1695,4061,33,20230218,133.0,2.9,Cash,2023-02-18
1696,4061,39,20230315,13.0,1.1,Cash,2023-03-15
1697,4061,29,20230501,48.0,1.1,Cash,2023-05-01
1698,4061,48,20230612,119.0,4.6,Credit Card,2023-06-12
1699,4061,9,20230626,169.0,4.1,Credit Card,2023-06-26
1700,4061,18,20230626,67.0,,Cash,2023-06-26
1701,4061,38,20230630,134.0,2.0,Credit Card,2023-06-30
1702,4061,18,20230730,21.0,3.4,Credit Card,2023-07-30
1703,4062,34,20221003,44.0,,Cash,2022-10-03
1704,4062,17,20221004,32.0,4.0,Cash,2022-10-04
1705,4062,47,20221023,178.0,2.8,Credit Card,2022-10-23
1706,4062,24,20221202,135.0,3.7,Cash,2022-12-02
1707,4062,6,20221207,85.0,,Cash,2022-12-07
1708,4062,27,20230103,76.0,2.9,Cash,2023-01-03
1709,4062,50,20230228,107.0,3.2,Credit Card,2023-02-28
1710,4062,26,20230327,29.0,2.9,Cash,2023-03-27
1711,4062,9,20230410,115.0,1.6,Credit Card,2023-04-10
1712,4062,45,20230428,14.0,4.6,Credit Card,2023-04-28
1713,4062,35,20230604,19.0,1.9,Credit Card,2023-06-04
1714,4062,21,20230610,174.0,2.6,Cash,2023-06-10
1715,4062,8,20230621,30.0,4.9,Cash,2023-06-21
1716,4062,30,20230724,37.0,4.0,Cash,2023-07-24
1717,4062,3,20230814,73.0,1.8,Cash,2023-08-14
1718,4062,1,20230903,111.0,3.7,Cash,2023-09-03
1719,4062,16,20230905,146.0,2.6,Cash,2023-09-05
1720,4063,47,20221108,101.0,,Cash,2022-11-08
1721,4063,42,20221201,162.0,1.9,Credit Card,2022-12-01
1722,4063,29,20221225,83.0,3.8,Cash,2022-12-25
1723,4063,5,20221227,10.0,1.6,Cash,2022-12-27
1724,4063,16,20230118,141.0,3.6,Credit Card,2023-01-18
1725,4063,40,20230125,92.0,5.0,Credit Card,2023-01-25
1726,4063,49,20230201,179.0,1.2,Credit Card,2023-02-01
1727,4063,45,20230417,44.0,1.5,Credit Card,2023-04-17
1728,4063,38,20230422,62.0,4.4,Credit Card,2023-04-22
1729,4063,11,20230424,47.0,3.4,Credit Card,2023-04-24
1730,4063,14,20230425,98.0,4.3,Cash,2023-04-25
1731,4063,3,20230516,126.0,3.8,Credit Card,2023-05-16
1732,4063,16,20230623,173.0,2.1,Credit Card,2023-06-23
1733,4063,49,20230712,52.0,3.5,Cash,2023-07-12
1734,4063,35,20230816,39.0,4.1,Credit Card,2023-08-16
1735,4063,6,20230825,133.0,4.3,Credit Card,2023-08-25
1736,4063,22,20230915,156.0,3.4,Credit Card,2023-09-15
1737,4063,17,20230918,76.0,4.8,Credit Card,2023-09-18
1738,4064,31,20221008,131.0,3.7,Cash,2022-10-08
1739,4064,31,20221008,154.0,2.7,Cash,2022-10-08
1740,4064,20,20221031,117.0,2.9,Cash,2022-10-31
1741,4064,11,20221201,128.0,4.1,Credit Card,2022-12-01
1742,4064,39,20230126,22.0,,Credit Card,2023-01-26
1743,4064,50,20230217,136.0,2.9,Credit Card,2023-02-17
1744,4064,48,20230318,192.0,2.5,Cash,2023-03-18
1745,4064,48,20230412,43.0,4.7,Credit Card,2023-04-12
1746,4064,12,20230430,172.0,4.8,Credit Card,2023-04-30
1747,4064,36,20230519,12.0,1.3,Credit Card,2023-05-19
1748,4064,17,20230530,173.0,2.8,Cash,2023-05-30
1749,4064,29,20230630,87.0,4.6,Credit Card,2023-06-30
1750,4064,8,20230705,12.0,2.3,Credit Card,2023-07-05
1751,4064,4,20230813,146.0,4.7,Cash,2023-08-13
1752,4065,46,20221009,183.0,3.0,Cash,2022-10-09
1753,4065,33,20221017,160.0,1.9,Credit Card,2022-10-17
1754,4065,47,20221024,159.0,2.6,Cash,2022-10-24
1755,4065,13,20221107,54.0,1.9,Credit Card,2022-11-07
1756,4065,50,20221214,39.0,2.2,Cash,2022-12-14
1757,4065,18,20230106,71.0,2.2,Cash,2023-01-06
1758,4065,15,20230119,133.0,1.4,Cash,2023-01-19
1759,4065,40,20230220,90.0,1.3,Cash,2023-02-20
1760,4065,34,20230221,144.0,4.2,Cash,2023-02-21
1761,4065,43,20230223,128.0,1.3,Credit Card,2023-02-23
1762,4065,36,20230324,196.0,4.3,Credit Card,2023-03-24
1763,4065,26,20230325,11.0,2.4,Credit Card,2023-03-25
1764,4065,33,20230331,176.0,4.4,Credit Card,2023-03-31
1765,4065,50,20230405,176.0,,Cash,2023-04-05
1766,4065,21,20230418,29.0,1.8,Credit Card,2023-04-18
1767,4065,5,20230512,84.0,3.5,Credit Card,2023-05-12
1768,4065,39,20230601,70.0,2.2,Cash,2023-06-01
1769,4065,46,20230602,145.0,3.0,Credit Card,2023-06-02
1770,4065,21,20230604,179.0,,Credit Card,2023-06-04
1771,4065,28,20230629,28.0,3.3,Credit Card,2023-06-29
1772,4065,8,20230705,109.0,,Credit Card,2023-07-05
1773,4065,21,20230726,199.0,3.2,Credit Card,2023-07-26
1774,4065,33,20230825,143.0,3.1,Cash,2023-08-25
1775,4065,44,20230925,151.0,1.8,Cash,2023-09-25
1776,4066,20,20221013,161.0,3.2,Credit Card,2022-10-13
1777,4066,17,20221028,153.0,1.3,Credit Card,2022-10-28
1778,4066,13,20221129,57.0,3.1,Cash,2022-11-29
1779,4066,39,20221211,176.0,,Credit Card,2022-12-11
1780,4066,20,20230102,134.0,3.8,Credit Card,2023-01-02
1781,4066,48,20230318,172.0,3.9,Credit Card,2023-03-18
1782,4066,4,20230412,37.0,2.3,Credit Card,2023-04-12
1783,4066,28,20230525,15.0,,Cash,2023-05-25
1784,4066,13,20230606,36.0,1.6,Credit Card,2023-06-06
1785,4066,23,20230615,90.0,3.1,Cash,2023-06-15
1786,4066,30,20230702,21.0,,Cash,2023-07-02
1787,4066,34,20230803,123.0,3.7,Credit Card,2023-08-03
1788,4066,3,20230822,113.0,2.5,Cash,2023-08-22
1789,4066,35,20230903,104.0,,Credit Card,2023-09-03
1790,4067,45,20221112,104.0,3.3,Credit Card,2022-11-12
1791,4067,6,20221121,4418.0,3.4,Cash,2022-11-21
1792,4067,18,20221206,87.0,1.1,Credit Card,2022-12-06
1793,4067,28,20221210,160.0,4.9,Credit Card,2022-12-10
1794,4067,23,20221223,170.0,3.6,Credit Card,2022-12-23
1795,4067,28,20230204,117.0,4.4,Credit Card,2023-02-04
1796,4067,43,20230225,76.0,2.8,Credit Card,2023-02-25
1797,4067,15,20230319,200.0,1.7,Cash,2023-03-19
1798,4067,44,20230506,24.0,3.8,Cash,2023-05-06
1799,4067,14,20230525,38.0,3.1,Cash,2023-05-25
1800,4067,28,20230527,87.0,4.2,Credit Card,2023-05-27
1801,4067,31,20230614,133.0,3.3,Cash,2023-06-14
1802,4067,36,20230629,111.0,3.9,Cash,2023-06-29
1803,4067,44,20230630,181.0,1.4,Cash,2023-06-30
1804,4067,50,20230710,194.0,4.9,Cash,2023-07-10
1805,4067,20,20230721,159.0,1.9,Cash,2023-07-21
1806,4067,49,20230807,89.0,3.4,Cash,2023-08-07
1807,4067,24,20230812,91.0,3.5,Cash,2023-08-12
1808,4067,37,20230819,18.0,3.8,Credit Card,2023-08-19
1809,4067,2,20230827,71.0,2.2,Credit Card,2023-08-27
1810,4068,37,20221014,60.0,1.1,Credit Card,2022-10-14
1811,4068,19,20221112,42.0,4.5,Cash,2022-11-12
1812,4068,25,20221209,3728.0,,Credit Card,2022-12-09
1813,4068,20,20221226,92.0,1.3,Cash,2022-12-26
1814,4068,4,20221228,148.0,1.1,Cash,2022-12-28
1815,4068,47,20230104,60.0,1.2,Cash,2023-01-04
1816,4068,17,20230106,86.0,1.3,Cash,2023-01-06
1817,4068,10,20230108,89.0,3.1,Cash,2023-01-08
1818,4068,7,20230312,114.0,3.0,Credit Card,2023-03-12
1819,4068,42,20230319,12.0,4.0,Cash,2023-03-19
1820,4068,26,20230321,39.0,2.4,Credit Card,2023-03-21
1821,4068,4,20230410,191.0,1.4,Credit Card,2023-04-10
1822,4068,39,20230418,70.0,2.4,Credit Card,2023-04-18
1823,4068,8,20230507,104.0,3.6,Credit Card,2023-05-07
1824,4068,43,20230519,65.0,3.8,Cash,2023-05-19
1825,4068,41,20230718,176.0,2.5,Cash,2023-07-18
1826,4068,25,20230723,27.0,2.9,Cash,2023-07-23
1827,4068,7,20230729,174.0,3.2,Cash,2023-07-29
1828,4068,7,20230815,33.0,1.1,Cash,2023-08-15
1829,4068,20,20230824,56.0,3.6,Credit Card,2023-08-24
1830,4068,18,20230826,146.0,1.1,Cash,2023-08-26
1831,4068,47,20230904,139.0,2.3,Credit Card,2023-09-04
1832,4068,8,20230914,176.0,4.5,Credit Card,2023-09-14
1833,4069,25,20221019,61.0,1.9,Credit Card,2022-10-19
1834,4069,19,20221022,95.0,3.1,Cash,2022-10-22
1835,4069,11,20221101,64.0,3.5,Cash,2022-11-01
1836,4069,31,20221107,49.0,4.4,Cash,2022-11-07
1837,4069,24,20221123,191.0,,Credit Card,2022-11-23
1838,4069,14,20221204,53.0,3.6,Credit Card,2022-12-04
1839,4069,47,20230106,111.0,4.5,Credit Card,2023-01-06
1840,4069,26,20230125,55.0,4.9,Cash,2023-01-25
1841,4069,22,20230214,53.0,1.5,Credit Card,2023-02-14
1842,4069,15,20230414,67.0,3.4,Cash,2023-04-14
1843,4069,26,20230421,15.0,1.6,Cash,2023-04-21
1844,4069,26,20230425,38.0,3.7,Credit Card,2023-04-25
1845,4069,40,20230629,76.0,4.3,Credit Card,2023-06-29
1846,4069,13,20230723,60.0,2.8,Credit Card,2023-07-23
1847,4069,40,20230805,157.0,2.3,Cash,2023-08-05
1848,4070,38,20221004,104.0,4.5,Cash,2022-10-04
1849,4070,45,20221005,85.0,1.7,Credit Card,2022-10-05
1850,4070,37,20221008,43.0,2.6,Cash,2022-10-08
1851,4070,8,20221017,153.0,4.3,Credit Card,2022-10-17
1852,4070,29,20221127,70.0,2.5,Cash,2022-11-27
1853,4070,29,20221207,185.0,3.7,Credit Card,2022-12-07
1854,4070,22,20221225,93.0,4.8,Cash,2022-12-25
1855,4070,7,20230123,44.0,2.3,Cash,2023-01-23
1856,4070,14,20230302,77.0,,Cash,2023-03-02
1857,4070,28,20230409,82.0,,Cash,2023-04-09
1858,4070,28,20230425,81.0,2.1,Cash,2023-04-25
1859,4070,40,20230502,75.0,,Cash,2023-05-02
1860,4070,1,20230530,138.0,1.1,Cash,2023-05-30
1861,4070,16,20230617,127.0,2.9,Credit Card,2023-06-17
1862,4070,49,20230717,186.0,1.5,Cash,2023-07-17
1863,4070,1,20230723,126.0,1.8,Credit Card,2023-07-23
1864,4070,22,20230723,140.0,2.0,Credit Card,2023-07-23
1865,4070,28,20230804,2902.0,4.9,Cash,2023-08-04
1866,4070,22,20230826,43.0,3.6,Credit Card,2023-08-26
1867,4070,31,20230827,124.0,1.6,Cash,2023-08-27
1868,4070,15,20230905,86.0,1.6,Credit Card,2023-09-05
1869,4071,29,20221002,193.0,3.9,Credit Card,2022-10-02
1870,4071,26,20221005,43.0,,Credit Card,2022-10-05
1871,4071,50,20221028,62.0,2.0,Credit Card,2022-10-28
1872,4071,47,20221203,107.0,1.5,Cash,2022-12-03
1873,4071,15,20221222,152.0,1.8,Credit Card,2022-12-22
1874,4071,2,20230201,132.0,2.6,Credit Card,2023-02-01
1875,4071,34,20230216,179.0,2.6,Credit Card,2023-02-16
1876,4071,38,20230313,78.0,4.7,Cash,2023-03-13
1877,4071,18,20230409,149.0,2.4,Cash,2023-04-09
1878,4071,45,20230416,144.0,1.2,Credit Card,2023-04-16
1879,4071,44,20230420,142.0,2.6,Credit Card,2023-04-20
1880,4071,30,20230623,176.0,,Cash,2023-06-23
1881,4071,36,20230625,107.0,4.1,Cash,2023-06-25
1882,4071,49,20230802,168.0,3.7,Cash,2023-08-02
1883,4071,14,20230807,10.0,2.6,Cash,2023-08-07
1884,4071,16,20230823,174.0,2.8,Credit Card,2023-08-23
1885,4072,28,20221015,170.0,3.6,Credit Card,2022-10-15
1886,4072,31,20221128,197.0,4.8,Credit Card,2022-11-28
1887,4072,11,20221207,28.0,2.9,Cash,2022-12-07
1888,4072,23,20230109,23.0,2.4,Cash,2023-01-09
1889,4072,48,20230122,151.0,3.9,Credit Card,2023-01-22
1890,4072,17,20230218,46.0,4.2,Cash,2023-02-18
1891,4072,14,20230223,18.0,3.3,Cash,2023-02-23
1892,4072,33,20230304,144.0,1.4,Credit Card,2023-03-04
1893,4072,30,20230312,136.0,4.1,Credit Card,2023-03-12
1894,4072,36,20230312,65.0,5.0,Credit Card,2023-03-12
1895,4072,43,20230331,27.0,1.6,Cash,2023-03-31
1896,4072,20,20230402,156.0,1.1,Cash,2023-04-02
1897,4072,27,20230507,158.0,2.7,Credit Card,2023-05-07
1898,4072,30,20230525,107.0,4.7,Credit Card,2023-05-25
1899,4072,18,20230905,167.0,5.0,Cash,2023-09-05
1900,4072,12,20230914,67.0,,Cash,2023-09-14
1901,4072,9,20230922,188.0,1.9,Cash,2023-09-22
1902,4073,3,20221007,120.0,1.6,Cash,2022-10-07
1903,4073,33,20221019,143.0,4.4,Credit Card,2022-10-19
1904,4073,24,20221024,49.0,3.9,Cash,2022-10-24
1905,4073,35,20221201,22.0,1.4,Cash,2022-12-01
1906,4073,5,20221221,198.0,3.2,Cash,2022-12-21
1907,4073,45,20221222,166.0,4.3,Credit Card,2022-12-22
1908,4073,11,20230305,103.0,3.5,Credit Card,2023-03-05
1909,4073,41,20230425,122.0,4.2,Credit Card,2023-04-25
1910,4073,8,20230510,133.0,3.2,Credit Card,2023-05-10
1911,4073,46,20230528,129.0,4.6,Cash,2023-05-28
1912,4073,24,20230608,169.0,3.9,Cash,2023-06-08
1913,4073,35,20230624,111.0,1.2,Credit Card,2023-06-24
1914,4073,21,20230625,115.0,2.6,Credit Card,2023-06-25
1915,4073,29,20230628,78.0,1.1,Credit Card,2023-06-28
1916,4073,33,20230711,21.0,1.3,Credit Card,2023-07-11
1917,4073,7,20230719,73.0,4.4,Credit Card,2023-07-19
1918,4073,26,20230725,28.0,2.4,Credit Card,2023-07-25
1919,4073,50,20230807,137.0,1.1,Cash,2023-08-07
1920,4073,39,20230808,75.0,2.9,Cash,2023-08-08
1921,4073,15,20230809,177.0,4.8,Credit Card,2023-08-09
1922,4073,44,20230916,182.0,3.5,Cash,2023-09-16
1923,4073,14,20230928,165.0,3.0,Credit Card,2023-09-28
1924,4073,36,20230930,20.0,2.8,Credit Card,2023-09-30
1925,4074,34,20221005,25.0,3.6,Credit Card,2022-10-05
1926,4074,36,20221014,176.0,3.1,Cash,2022-10-14
1927,4074,25,20221023,94.0,4.3,Credit Card,2022-10-23
1928,4074,37,20221031,67.0,5.0,Credit Card,2022-10-31
1929,4074,36,20221221,125.0,2.2,Credit Card,2022-12-21
1930,4074,25,20221225,63.0,1.7,Cash,2022-12-25
1931,4074,41,20221228,46.0,2.6,Cash,2022-12-28
1932,4074,20,20230205,88.0,2.9,Cash,2023-02-05
1933,4074,30,20230215,94.0,3.4,Cash,2023-02-15
1934,4074,4,20230219,55.0,4.4,Credit Card,2023-02-19
1935,4074,9,20230407,50.0,1.5,Credit Card,2023-04-07
1936,4074,43,20230509,124.0,1.0,Cash,2023-05-09
1937,4074,32,20230628,156.0,2.7,Credit Card,2023-06-28
1938,4074,34,20230628,128.0,2.9,Credit Card,2023-06-28
1939,4074,23,20230720,159.0,2.0,Credit Card,2023-07-20
1940,4074,1,20230722,55.0,3.4,Credit Card,2023-07-22
1941,4074,23,20230922,116.0,1.7,Credit Card,2023-09-22
1942,4074,29,20230922,177.0,1.9,Cash,2023-09-22
1943,4075,3,20221003,133.0,4.0,Credit Card,2022-10-03
1944,4075,19,20221007,172.0,4.8,Credit Card,2022-10-07
1945,4075,26,20221027,176.0,,Cash,2022-10-27
1946,4075,26,20221028,121.0,3.8,Credit Card,2022-10-28
1947,4075,15,20221103,54.0,1.5,Cash,2022-11-03
1948,4075,18,20221105,148.0,1.5,Cash,2022-11-05
1949,4075,10,20221226,104.0,2.6,Credit Card,2022-12-26
1950,4075,3,20221227,111.0,4.2,Cash,2022-12-27
1951,4075,27,20221228,196.0,1.9,Credit Card,2022-12-28
1952,4075,13,20230226,43.0,3.2,Credit Card,2023-02-26
1953,4075,14,20230313,182.0,2.3,Credit Card,2023-03-13
1954,4075,26,20230402,23.0,4.6,Credit Card,2023-04-02
1955,4075,47,20230412,4661.0,1.2,Credit Card,2023-04-12
1956,4075,33,20230416,82.0,4.0,Credit Card,2023-04-16
1957,4075,47,20230520,56.0,4.3,Cash,2023-05-20
1958,4075,15,20230522,53.0,3.2,Cash,2023-05-22
1959,4075,48,20230607,36.0,2.2,Credit Card,2023-06-07
1960,4075,48,20230731,190.0,1.4,Cash,2023-07-31
1961,4075,30,20230811,184.0,1.9,Credit Card,2023-08-11
1962,4075,8,20230816,184.0,2.4,Credit Card,2023-08-16
